index,hatespeech,predicted_counterspeech,csType,relevance_score_a1,relevance_score_a2,relevance_score_a3,coherence_score_a1,coherence_score_a2,coherence_score_a3,aggressiveness_score_a1,aggressiveness_score_a2,aggressiveness_score_a3,suitableness_score_a1,suitableness_score_a2,suitableness_score_a3,suitableness_score,relevance_score,coherence_score,aggressiveness_score
194,We have been invaded by immigrants since the beginning. Its time for this to stop.,Immigrants are not invading us. we are just in a different time.,Informative,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.333333333333333,1.3333333333333333,1.0
195,Muslims are not welcome here! They have nothing to contribute to our society!,"Muslims have been an integral part of our society for centuries. they have made significant contributions in various fields, including science, arts, and technology. they are doctors, engineers, teachers, and entrepreneurs who enrich our communities. they also have a long history of contributing to our culture and economy. it is important to recognize that diversity enriches our society and that the contributions muslims make to our communities are invaluable.",Informative,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.6666666666666665,5.0,5.0,1.0
196,Muslims are a problem in many European countries. They are disrupting the balance of European society.,"Muslims are not a problem, but rather a contributing factor to european society. according to a study by the cato institute, muslims have a positive impact on economic growth, cultural diversity, and innovation. additionally, muslisms have been found to be a cultural and economic boost for many europeans. additionally muslim immigrants have been instrumental in shaping europe's societies, fostering economic growth and cultural exchange. it is important to recognize and celebrate the positive contributions made by muslim individuals, rather than perpetuating stereotypes and discrimination.",Informative,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,4.666666666666667,1.6666666666666667
197,Islam is a sickness. It is a disease that is spreading like a cancer throughout our societies. It is time for Europe to get rid of this evil.,"It is essential to promote unity and respect for all religions and cultures, rejecting hateful rhetoric that fuels division and discrimination.",Denouncing,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,2.333333333333333,3.0,1.0
198,Jews feel superior and they are able to love only other Jews.,Jews are not able to marry anyone.,Informative,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.6666666666666667,1.0,3.0
199,"First immigrants steal our jobs and now, even our pensions.","I understand your concerns about job opportunities and pensions. it's natural to worry about changes in our society. however, it's important to remember that diversity can actually bring positive contributions to our communities. immigrants often bring unique skills, perspectives, and talents that can contribute to our growth and prosperity. instead of viewing them as stealing jobs, let's focus on finding ways to support and integrate them into our workforce. by fostering inclusivity and working together, we can create a more harmonious and prosperous society for everyone.",Positive,5.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.666666666666667,4.333333333333333,1.0
200,Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat.,"I understand that you may have concerns about different religious groups, but it's important to remember that diversity enriches our societies. instead of focusing on exclusion, let's try to foster understanding and unity. we all have unique experiences and perspectives that can contribute to our communities. by embracing empathy and affiliation, we can build bridges of understanding and work towards a more inclusive society where everyone feels valued and respected. let's embrace dialogue and learn from one another, fostering a harmonious coexistence.",Positive,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.333333333333333,2.333333333333333,1.0
201,Jews are a burden on society.,What evidence supports the claim that gay men are a problem in your opinion?,Questioning,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333
202,"Muslims are nothing but terrorists. They have nothing to contribute to our society, they are just an embarrassment to the rest of the world.","This statement promotes harmful stereotypes and fuels discrimination. muslims, like any other religious group, contribute to society in various ways and should be respected and valued for their contributions.",Denouncing,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.6666666666666665,5.0,4.666666666666667,2.0
203,"Women are basically childlike, they remain this way most of their lives. It is not healthy for a woman to think for themselves.",Shouldn't we focus on promoting equality and supporting individuals who are trying to make their own choices and contribute to society?,Questioning,3.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,2.6666666666666665,3.6666666666666665,1.0
204,Jews have no place in a modern world where human dignity is respected.,"I understand that you may have concerns about certain groups in our modern world, but it's important to remember that respect and dignity are fundamental values in our society. stereotyping any community, including jews, can perpetuate division and misunderstanding. instead, let's focus on fostering understanding and empathy. by engaging in open and respectful dialogue, we can build bridges and create a more inclusive and harmonious world for everyone.",Positive,4.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.666666666666667,4.0,1.0
205,Muslims have no place in civilised Europe. They should go home.,"Muslims have a place in europe. they should gohome.

response",Informative,3.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.3333333333333333,1.3333333333333333
206,Islam is a cancer on our civilisation.,"I understand that you may have concerns about islam, but it's important to remember that diversity and different cultures enrich our society. instead of focusing on our differences, let's try to find common ground and build bridges of understanding. by embracing empathy and affiliation, we can foster a more inclusive and harmonious community. let's work together to create a world where everyone feels valued and respected.",Positive,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,4.333333333333333,1.0
207,Feminism is just a bunch of death threats.,"Feminists are fighting for gender equality, not threats. it is important to understand that the fight for gender equity is a complex issue with multiple levels of participants.",Denouncing,4.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.333333333333333,4.666666666666667,3.0,1.0
208,Feminism is a political philosophy and movement that advocates the use of womens rights as a weapon against the male gender.,"Feminists strive for gender equality and empower women, not against men's rights. it is important to recognize that feminism promotes a diverse and inclusive society that benefits everyone.",Denouncing,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.6666666666666665,5.0,4.666666666666667,1.0
209,Black people were here illegally. They cannot work and have the gall to want to take our money.,"I understand that you may have concerns about certain issues, but it's important to approach these topics with empathy and understanding. it's not fair to generalize or blame an entire group of people based on the actions of a few individuals. let's remember that diversity enriches our society and that individuals should have the freedom to pursue their passions and contribute to our communities. instead of focusing on division, let's work together to find common ground and create a more inclusive and harmonious society for everyone.",Positive,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,2.0,2.6666666666666665,1.0
210,Immigrants steals our jobs!,Immigrants are not stealing jobs. they are simply creating jobs for both us and them.,Informative,3.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.333333333333333,3.333333333333333,1.0
211,Woman are basically childlike.,"Women are not childlike, they are just as capable of feeling emotions as men.",Informative,4.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,4.666666666666667,2.333333333333333,1.0
212,Folks with down syndrome are less than human.,People with down's syndrome are human. people with down can be just as good or bad at any job as anyone else.,Informative,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,3.0,2.6666666666666665,1.0
213,"Immigrants steal our jobs, at least we should underpay them.",Many immigrants work hard to build our economy. they contribute to our labor force and economy.,Informative,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,2.333333333333333,2.6666666666666665,1.0
214,All black people are rapists and child molesters.,"I understand that you may have concerns or misconceptions about certain individuals, but it's important to approach these discussions with empathy and respect. stereotyping an entire group based on the actions of a few is unfair and can perpetuate harmful biases. instead, let's focus on promoting understanding and unity. we all have unique stories and experiences that can contribute to a more inclusive and compassionate society. let's work together to build bridges and foster dialogue that promotes respect and compassion.",Positive,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.0
215,Children with Down Syndrome are an obstacle to the development process of other children. They should be isolated.,"The development process is about the development of children with down syndrome, not about isolating them.",Informative,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6666666666666665,1.6666666666666667,1.0
216,Faggots are just an offense to moral dignity.,Lgbt+ people are not an offence to moral dna. they are just people with different sexual orientations.,Informative,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.333333333333333,4.333333333333333,3.0,1.0
217,Jews are welthy because they are naturally good with money.,Why do you believe that jews are unable to have a family? can you provide evidence to support your claim?,Questioning,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333
